sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw
1,I1,optimal,True,7.150154100032523,,,0.0,0.001,0.0010036426552409352,3.642655240935176e-06,0.8200398591579869,19006.70220735875,0.0,187.18208679679802,72.86927364204158,0.0,547.1952630331916,207.05332689508512,91.8301533937464,294.81218014921967,25.16879754348622,80.80208734612438,0.0,0.0,91.83015328743514,25.16879751434844
1,I2,optimal,True,43.1816092999652,,,0.0,0.001,0.001003642655247731,3.6426552477309554e-06,1.1265735701308586,18060.449056151643,0.0,187.18207980802418,72.85914426400502,0.0,547.1952490034772,207.03213984311515,91.8301533937464,294.81218014921967,25.16879754348622,80.80208734612438,0.0,0.0,91.83015328743514,25.16879751434844
1,I3,optimal,True,50.102981099975295,,,0.0,0.001,0.0010015467432700485,1.5467432700484295e-06,1.0537259361008182,128600.23813958875,0.0,187.18221423363184,72.84482453422775,0.0,547.195116547966,206.99354862296914,91.8301533937464,294.81218014921967,25.16879754348622,80.80208734612438,0.0,0.0,91.83015328743514,25.16879751434844
1,I4,optimal,True,47.031133999931626,,,0.0,0.001,0.0010000089358839887,8.935883988704998e-09,1.1371952315676026,204576.71543828858,0.0,187.18204150156143,73.3623957147455,0.0,547.1949700056372,208.08415759152481,91.8301533937464,294.81218014921967,25.16879754348622,80.80208734612438,0.0,0.0,91.83015328743514,25.16879751434844
2,I1,optimal,True,529.6354374999646,,,0.0,0.001,0.0007328830908327431,0.0,3.0012167544919066,-0.00021071839242093641,72.86927364204158,1.05990879464055e-05,36.43464212056477,207.05332689508512,2.1446167026296556e-05,103.52667417062608,25.16879616547059,80.8020845648945,12.584398082735294,40.40104228244725,0.0,0.0,25.16879675192405,12.584398375962024
2,I2,optimal,True,12.119246000074781,,,0.0,0.001,0.0007563380488966423,0.0,1.8143331494065933,-0.00037599408648132134,72.85914426400502,1.777971472728934e-05,36.42957608007492,207.03213984311515,3.578688305029825e-05,103.51607786823872,25.16879616547059,80.8020845648945,12.584398082735294,40.40104228244725,0.0,0.0,25.16879675192405,12.584398375962024
2,I3,optimal,True,410.45471580000594,,,0.0,0.001,0.0009999982617151396,9.10560678746273e-09,3.3969511109171435,133884.93914455295,72.84482453422775,1.249599239201288e-05,36.422415040677166,206.99354862296914,2.5218738051946088e-05,103.49677990900153,25.16879616547059,80.8020845648945,12.584398082735294,40.40104228244725,0.0,0.0,25.16879675192405,12.584398375962024
2,I4,optimal,True,123.18872949993238,,,0.0,0.001,0.001000002633190603,3.94756084236348e-09,2.7777258752612397,219756.13092673745,73.3623957147455,3.237108903015302e-05,36.68121404291726,208.08415759152481,6.587440406127791e-05,104.04211173296444,25.16879616547059,80.8020845648945,12.584398082735294,40.40104228244725,0.0,0.0,25.16879675192405,12.584398375962024
3,I1,optimal,True,81.78667379997205,,,0.0,0.001,0.0010026683670576084,2.6683670576084246e-06,2.7623425258207135,8174.985420628442,36.43464212056477,77.65031798395269,52.72361846175298,103.52667417062608,236.1445997050537,155.7821726934347,39.139172253867486,128.4300595401623,15.250724536427999,50.16156552567595,0.0,0.0,41.210270011176306,17.8361372281477
3,I2,optimal,True,89.57728480000515,,,0.0,0.001,0.0010026682524737296,2.668252473729581e-06,2.3798682343331166,7767.97902765648,36.42957608007492,77.64529383198895,53.51956464657611,103.51607786823872,236.13401037430688,157.9657403595493,39.139172253867486,128.4300595401623,15.250724536427999,50.16156552567595,0.0,0.0,41.210270011176306,17.8361372281477
3,I3,optimal,True,144.45761689997744,,,0.0,0.001,0.00100000422224701,7.667709819165783e-09,1.7293469415744767,128931.35858315222,36.422415040677166,77.63687572053115,53.5647517980338,103.49677990900153,236.10988890071272,157.89012549258996,39.139172253867486,128.4300595401623,15.250724536427999,50.16156552567595,0.0,0.0,41.210270011176306,17.8361372281477
3,I4,optimal,True,157.9007963000331,,,0.0,0.001,0.0010001851968487769,1.8519684877684774e-07,2.2423060098662972,202131.76012013765,36.68121404291726,77.8956046924413,53.06586860504424,104.04211173296444,236.65549417018528,156.50938510424163,39.139172253867486,128.4300595401623,15.250724536427999,50.16156552567595,0.0,0.0,41.210270011176306,17.8361372281477
