investor,node,x_power_mw,x_energy_mwh,ratio_hours,share_of_node_limit,last_best_response_access_shadow_price_eur_per_mw_day
I1,N1,0.0,0.0,0.0,0.0,0.0
I1,N2,0.0,0.0,0.0,0.0,0.0
I1,N3,0.024695915337606445,0.09246142697931048,3.7439967587883682,0.00012347957668803222,0.0
I1,N4,0.0,0.0,0.0,0.0,0.0
I1,N5,0.0,0.0,0.0,0.0,0.0
I1,N6,21.33936652415629,68.78779569820975,3.223516294185282,0.10669683262078145,0.0
I1,N7,0.0,0.0,0.0,0.0,0.0
I1,N8,28.853350625527433,72.95874285635203,2.528605561386802,0.14426675312763718,0.0
I1,N9,0.027152175495584484,0.10165775384807557,3.74400032382699,0.00013576087747792242,0.0
I2,N1,0.0,0.0,0.0,0.0,0.0
I2,N2,0.0,0.0,0.0,0.0,0.0
I2,N3,20.09030645530633,50.109869783248044,2.494231230107136,0.10045153227653164,0.0
I2,N4,0.0,0.0,0.0,0.0,0.0
I2,N5,0.0,0.0,0.0,0.0,0.0
I2,N6,12.330071829551208,44.40304684108547,3.6011993648460083,0.061650359147756045,0.0
I2,N7,0.0,0.0,0.0,0.0,0.0
I2,N8,13.659103624522123,31.833669083435367,2.3305825886176406,0.06829551812261062,0.0
I2,N9,4.167233482024917,15.602122178223958,3.7440000051647377,0.020836167410124586,0.0
I3,N1,0.0,0.0,0.0,0.0,0.0
I3,N2,0.0,0.0,0.0,0.0,0.0
I3,N3,16.202624441872874,56.26077240687235,3.472324660039403,0.08101312220936437,0.0
I3,N4,0.0,0.0,0.0,0.0,0.0
I3,N5,0.0,0.0,0.0,0.0,0.0
I3,N6,5.53736224629551,22.304407397529957,4.027984156617455,0.02768681123147755,0.0
I3,N7,0.0,0.0,0.0,0.0,0.0
I3,N8,7.063552076481001,19.834454240596767,2.8080000013928004,0.035317760382405,0.0
I3,N9,7.552040407115023,27.455272715000774,3.6354774650218062,0.03776020203557512,0.0
I4,N1,0.0,0.0,0.0,0.0,0.0
I4,N2,0.0,0.0,0.0,0.0,0.0
I4,N3,20.417152445392126,49.42443996616943,2.4207312992524503,0.10208576222696063,0.0
I4,N4,0.0,0.0,0.0,0.0,0.0
I4,N5,0.0,0.0,0.0,0.0,0.0
I4,N6,11.446162304951065,42.000042315955184,3.669355823985474,0.05723081152475532,0.0
I4,N7,0.0,0.0,0.0,0.0,0.0
I4,N8,12.167986769617006,27.776354979216556,2.2827403994696187,0.06083993384808503,0.0
I4,N9,6.217723630249095,22.75855909256442,3.6602719010932723,0.031088618151245476,0.0
